time,status,q_yH,dq_yH,ddq_yH,q_phiO,dq_phiO,ddq_phiO
0.0,PASSED,-0.27639110140649054,0.0,0.0,2.712249248071957,0.0,0.0
0.0010002000400080016,PASSED,-0.27638970435066473,0.002082567690662661,3.4709461511044357,2.7122418426549433,-0.011039130952379716,-18.39855158729953
0.002000400080016003,PASSED,-0.2763860489181928,0.005311116384434147,3.066950388882854,2.7122224662552115,-0.02815270313967493,-16.256919253959
0.0030006001200240046,PASSED,-0.2763793484981109,0.008163152740583038,2.708760334326249,2.712186949490171,-0.04327014752267366,-14.357794469025222
0.004000800160032006,PASSED,-0.2763699587878162,0.010681370049204844,2.391188624818844,2.712137178190442,-0.0566176388433911,-12.67395588851225
0.005001000200040008,PASSED,-0.27635819514856,0.01290362683975142,2.1096355676983998,2.712074824456569,-0.06839586864776853,-11.18107908162089
0.006001200240048009,PASSED,-0.2763443371714042,0.014863497238064481,1.8600269520561654,2.7120013708175916,-0.07878275760109545,-9.857428867797601
0.007001400280056011,PASSED,-0.2763286327274209,0.016590753908225016,1.6387431488967772,2.7119181316691168,-0.08793610165824771,-8.683954183388712
0.008001600320064013,PASSED,-0.2763113015601337,0.018111795399181833,1.4425737189968493,2.711826272294919,-0.09599589998769124,-7.6436944268134175
0.009001800360072015,PASSED,-0.27629253847173507,0.019450030444802164,1.2686759300359856,2.7117268257426486,-0.1030862603567246,-6.721470997179998
0.010002000400080016,PASSED,-0.27627251614885767,0.020626216140243566,1.1145255390450115,2.711620707794319,-0.10931722572551325,-5.90396161652775
0.011002200440088018,PASSED,-0.27625138766855495,0.021658756178131,0.9778830371157164,2.7115087302455887,-0.11478641794592237,-5.179345956330015
0.012002400480096018,PASSED,-0.27622928872059277,0.02256396880355541,0.8567656842968685,2.7113916126840105,-0.11958037854214851,-4.537037022823551
0.01300260052010402,PASSED,-0.2762063395780937,0.02335632333759189,0.749413767196223,2.7112699929353195,-0.12377582794402388,-3.967724321243258
0.014002800560112022,PASSED,-0.27618264684497845,0.024048648251222986,0.6542656779210083,2.7111444363278148,-0.12744082043902868,-3.4631712775125556
0.015003000600120024,PASSED,-0.2761583050054441,0.024652317821082893,0.5699388311525034,2.71101544390824,-0.13063568885454468,-3.0159998408516575
0.016003200640128026,PASSED,-0.2761333977978775,0.025177417392574414,0.49520673171753293,2.7108834597274645,-0.1334139127964556,-2.6197066759503636
0.017003400680136026,PASSED,-0.27610799943307174,0.025632888542720385,0.428980762431598,2.7107488773010977,-0.13582292665059267,-2.2685519729282424
0.01800360072014403,PASSED,-0.27608217567437543,0.026026659027893372,0.3702969670005832,2.7106120453383036,-0.13790478568963246,-1.9573970831141356
0.01900380076015203,PASSED,-0.27605598479540944,0.02636575816322331,0.31830058088284263,2.710473272821532,-0.1396967654415108,-1.681701531054444
0.020004000800160033,PASSED,-0.27602947842922076,0.026656418100617328,0.27223284173480633,2.7103328335106545,-0.14123192486624822,-1.4374646871927206
0.021004200840168033,PASSED,-0.27600270232117413,0.026904164271702512,0.23142172398543231,2.7101909699366615,-0.14253957606268572,-1.2211088692673535
0.022004400880176037,PASSED,-0.27597569699648916,0.027113895885816527,0.19527154086640014,2.71004789694266,-0.1436456988509385,-1.0294654009097448
0.023004600920184037,PASSED,-0.27594849835209795,0.027289956596755975,0.16325349098814243,2.709903804823496,-0.14457333212115486,-0.8597451830874252
0.024004800960192037,PASSED,-0.2759211381814013,0.027436197448365663,0.1348990920240524,2.7097588621094832,-0.1453429048327238,-0.7094577305565695
0.02500500100020004,PASSED,-0.2758936446395305,0.02755603300214845,0.10979319495526943,2.7096132180344856,-0.1459725235062245,-0.5763926354634545
0.02600520104020804,PASSED,-0.27586604265585973,0.027652490650934156,0.08756728467266527,2.7094670047242313,-0.14647824349170133,-0.4586048854857963
0.027005401080216044,PASSED,-0.2758383542997504,0.027728254431600124,0.067894777994831,2.7093203391364904,-0.1468743020012884,-0.3543609256545987
0.028005601120224044,PASSED,-0.27581059910482913,0.027785704142276265,0.050486332463677695,2.7091733247812724,-0.14717331796343736,-0.26211931981184244
0.029005801160232048,PASSED,-0.2757827943565031,0.027826949755412167,0.03508513358405391,2.7090260532459967,-0.14738647974633,-0.18052342494650794
0.030006001200240048,PASSED,-0.27575495534687966,0.027853861921915916,0.021463521783540482,2.70887860554772,-0.14752370898668063,-0.10836645062000462
0.03100620124024805,PASSED,-0.275727095600787,0.02786809922240638,0.009419819628413529,2.708731053332059,-0.1475937998339802,-0.04457377841929569
0.03200640128025605,PASSED,-0.2756992270761736,0.027871132181692796,-0.0012249476082470247,2.708583459936167,-0.14760454877064216,0.01180095784294393
0.033006601320264055,PASSED,-0.2756713603417906,0.027864264513879595,-0.010629481283168905,2.7084358813312046,-0.14756286955780118,0.06159804950637126
