time,q_xA,dq_xA,ddq_xA,q_yA,dq_yA,ddq_yA,q_xC,dq_xC,ddq_xC,q_yC,dq_yC,ddq_yC,q_xE,dq_xE,ddq_xE,q_yE,dq_yE,ddq_yE,q_xG,dq_xG,ddq_xG,q_yG,dq_yG,ddq_yG,q_xH,dq_xH,ddq_xH,q_yH,dq_yH,ddq_yH,q_phiH,dq_phiH,ddq_phiH,q_phiJ,dq_phiJ,ddq_phiJ,q_xL,dq_xL,ddq_xL,q_yL,dq_yL,ddq_yL,q_phiL,dq_phiL,ddq_phiL,q_phiN,dq_phiN,ddq_phiN,q_phiO,dq_phiO,ddq_phiO,lambda_0,g_0,lambda_1,g_1,lambda_2,g_2,lambda_3,g_3,lambda_4,g_4,lambda_5,g_5,lambda_6,g_6,lambda_7,g_7,lambda_8,g_8,lambda_9,g_9,lambda_10,g_10,lambda_11,g_11,lambda_12,g_12,lambda_13,g_13,lambda_14,g_14,lambda_15,g_15
0.0,-0.49871489,0.0,0.0,0.46147826,0.0,0.0,-0.49918587,0.0,0.0,0.22147872,0.0,0.0,-0.49956266,0.0,0.0,0.02947909,0.0,0.0,-0.49965686,0.0,0.0,-0.01852081,0.0,0.0,-0.50012785,0.0,0.0,-0.25852035,0.0,0.0,1.56883388,0.0,0.0,-3.08451912,0.0,0.0,0.06562973,0.0,0.0,0.23086817,0.0,0.0,-2.79929911,0.0,0.0,3.17864276,0.0,0.0,2.61848386,0.0,0.0,0.0,-6.928464514350391e-09,0.0,2.1435424268911873e-09,0.0,4.572284408727034e-10,0.0,-2.8516608518991404e-10,0.0,2.6143070950516035e-09,0.0,-7.571291503472022e-09,0.0,3.071535591408353e-09,0.0,2.143542454646763e-09,0.0,3.970604067760064e-09,0.0,-3.2367796568011364e-09,0.0,1.6468861829821435e-09,0.0,-2.777642310602957e-09,0.0,1.658906068069399e-09,0.0,5.240502393144553e-09,0.0,1.8115131478202429e-09,0.0,-2.3472186000406126e-10
0.01002004008016032,-0.49868830988438184,0.003962253259848887,0.6603755433081476,0.4611355518947882,-0.05108692251604078,-8.514487086006795,-0.49916617583667255,0.002935775899740419,0.4892959832900698,0.22113602763665216,-0.05108457590278332,-8.514095983797219,-0.49954846859850516,0.0021154884215910633,0.35258140359851053,0.02913640823014329,-0.05108299674882647,-8.513832791471078,-0.49964404178896327,0.0019107892228609868,0.3184648704768311,-0.018863496621483917,-0.051083719972758,-8.513953328792999,-0.500121907741254,0.0008858025459898216,0.14763375766497025,-0.25886302087962,-0.051081373359496404,-8.513562226582733,1.5688052173447211,-0.004272693954613414,-0.7121156591022355,-3.0838325974717318,0.10233876197787209,17.056460329645347,0.06556304962355877,-0.00993993189186008,-1.656655315310013,0.23075231031318608,-0.01727100921449928,-2.87850153574988,-2.7988977580173016,0.05982886698607758,9.971477831012928,3.1793286022050187,0.10223734733199281,17.039557888665467,2.6202662208398766,0.2656935413480817,44.28225689134695,-1.6509388582703695,6.830473686658678e-18,-3.238782284983014,0.0,6.0806677409693615,3.8760227666356784e-17,-2.644836251647449,0.0,20.52456914216713,-3.1916201452542037e-17,2.35426754374616,6.938893903907228e-18,0.36908439416242567,6.830473686658678e-18,3.2410944335431697,0.0,-10.422734507335115,0.0,-7.721418122450872,-3.8163916471489756e-17,-15.766081664692186,-4.218847493575595e-15,-9.859730827377069,-1.304512053934559e-15,18.802009048478176,0.0,-6.395025242426772,2.42861286636753e-17,-14.109426349382172,-1.304512053934559e-15,-16.79122929162719,7.563394355258879e-16
0.02004008016032064,-0.4986163949297677,0.010457732148865346,0.6423294526306446,0.4602230767998031,-0.13263649134246963,-7.915270080400279,-0.4991125778723183,0.007795255910376196,0.4837160129125829,0.22022358971183556,-0.13263110591699295,-7.915024346503459,-0.49950952422635875,0.0056652156626327424,0.35656693777460613,0.02822400004146148,-0.13262677782428156,-7.914741651595128,-0.4996087608148689,0.005132680910283616,0.32467203425255087,-0.019775897376132022,-0.132625621729887,-7.914348073659498,-0.5001049437574194,0.0024701059101716978,0.16562805558699917,-0.2597753844640996,-0.13262023630440345,-7.91410233976268,1.5687288963948107,-0.0110939589792548,-0.6621337313720738,-3.0820045756545027,0.2657199388347809,15.859222589721231,0.06538643097978687,-0.025669698822024356,-1.5171909448207044,0.2304430886353448,-0.044950907887591526,-2.6943154216821217,-2.7978301784344484,0.15517848079065455,9.243950413420878,3.181154767713303,0.2654499409561697,15.8423936782525,2.6250143185570676,0.6901880793262958,41.22758506880439,-1.6058236315766117,-3.913969842672671e-17,-4.736824798999304,0.0,-2.4432749402637324,1.951563910473908e-18,-8.430675409940498,2.7755575615628914e-17,51.43433579727394,1.439278383974507e-17,8.155003073405329,0.0,0.41407013896749795,-3.913969842672671e-17,4.7397441505933005,0.0,-1.822986762332086,-5.551115123125783e-17,-6.728515483289785,-8.673617379884035e-17,-55.214736754192444,-3.6637359812630166e-15,-23.692897289864103,-1.1657341758564144e-15,49.6404095127331,-1.6653345369377348e-16,-4.641261764135109,-1.3877787807814457e-17,-53.69754580937174,-6.522560269672795e-16,-30.80858186818198,3.7470027081099033e-16
0.03006012024048096,-0.4984779801298345,0.017137574125557508,0.6850873610282636,0.45852363055085626,-0.20840799932691817,-7.351737943807902,-0.49900829156415727,0.012952607107073279,0.5370811908411248,0.21852421644785763,-0.20839913633598728,-7.351322172163413,-0.4994325407116154,0.009604004726583874,0.418753552142118,0.026524685165458715,-0.20839183635467137,-7.351015320668218,-0.49953860299847996,0.008766592145738576,0.3892038497407923,-0.021475197655141002,-0.20838922540220386,-7.351035229613143,-0.5000689144328027,0.004580577184403809,0.24132650864735247,-0.26147461175813963,-0.20838036241127023,-7.350619457969338,1.5685866940204722,-0.01744042891072266,-0.616322500996594,-3.078599433704272,0.4176013223563725,14.740748860451097,0.0650610404822382,-0.03977337901617821,-1.3391527358118394,0.22986429466381078,-0.0710844901651316,-2.559386765135264,-2.795845884263676,0.24319242102840488,8.506356430677803,3.184556265234326,0.4171476806030056,14.721360822304309,2.633867534591031,1.0860598535811188,38.49357232993422,-1.7127184025706592,4.109126233720062e-17,-6.145655140480247,-2.7755575615628914e-17,-10.429508225537006,-2.2659825404947043e-17,-13.877699176271044,-2.7755575615628914e-17,80.45445186022296,8.239936510889834e-18,13.821180773507256,0.0,0.6033162716183812,-1.441988889405721e-17,6.148451355076656,-2.7755575615628914e-17,5.76284327334016,-2.7755575615628914e-16,-5.79068401731044,-8.326672684688674e-17,-92.45428590629291,-3.219646771412954e-15,-36.92007249727249,-1.1934897514720433e-15,78.19701922720621,-3.3306690738754696e-16,-2.7778708557135485,5.204170427930421e-17,-91.11513317048107,-2.498001805406602e-16,-44.17068573213723,1.249000902703301e-16
0.04008016032064128,-0.49826991225728884,0.024351841013658226,0.7456529073312772,0.45609335675731777,-0.278736345683593,-6.820232430240537,-0.49884906227255865,0.01874813866553539,0.6078677991829352,0.2160940555390438,-0.2787228082706621,-6.8197305410035245,-0.49931238228477454,0.014265682156270384,0.497777203519673,0.02409461456442459,-0.2787121467967323,-6.819374859898,-0.4994282122878285,0.013145278599477181,0.4703118424625725,-0.02390524567923019,-0.2787101131397997,-6.819457803190543,-0.5000073623030984,0.0075424185334299985,0.33275588573946313,-0.26390454689750414,-0.2786965757268729,-6.81895591395422,1.5683831993892587,-0.02334639435145272,-0.5734459061239473,-3.0737286852049976,0.5587028978212699,13.689763337182182,0.06460380010785349,-0.052054190463587724,-1.1540334173603597,0.2290300659527294,-0.09599480072430346,-2.445460583105132,-2.7930174067415603,0.32396810811250054,7.791710226897403,3.189421378256639,0.5580360478573618,13.667153994189833,2.646551862184074,1.4559471953751857,35.98550874572165,-1.8641322683281931,-5.648693318649478e-17,-7.474418924398662,0.0,-18.017004572099072,-1.1926223897340549e-17,-19.07431979802409,-2.7755575615628914e-17,108.05843481075395,1.0923336887791457e-17,19.522996231564292,-6.938893903907228e-18,0.831889714348658,-9.75781955236954e-19,7.477610215114453,-2.7755575615628914e-17,12.809599408264733,-5.551115123125783e-16,-4.8465811508551955,-1.457167719820518e-16,-127.94210389605179,-2.9976021664879227e-15,-49.81216030497089,-1.1934897514720433e-15,105.22771976593936,-6.661338147750939e-16,-0.6644183199903548,-8.673617379884035e-17,-126.78807047869144,-4.163336342344337e-17,-57.17669972186575,-6.938893903907228e-18
0.0501002004008016,-0.49798641687810774,0.03221000839921129,0.812592626037992,0.4529852533031288,-0.34391681296851767,-6.316589593993755,-0.4986280898915383,0.025288571351399638,0.6848269148554176,0.2129861111051954,-0.3438984725514945,-6.316123686136387,-0.49914142830228275,0.019751523868941988,0.5824554830988182,0.020986797346848687,-0.34388383426980174,-6.315698005579578,-0.4992697629049689,0.01836730456325357,0.5567964323210158,-0.027013031092737977,-0.34388030239410433,-6.315393006923736,-0.4999114359183994,0.011446037775074344,0.42876594978108223,-0.26701217329067134,-0.3438619619770922,-6.3149270990670585,1.5681226860535817,-0.028838929962720968,-0.5331253311287429,-3.0674970950986866,0.6896486744834032,12.697787218900755,0.06403300275131078,-0.062484529264095055,-0.9690341885109818,0.22795191568195608,-0.11984258435038901,-2.3443235489441703,-2.7894158067839365,0.39776099152241656,7.104340417054402,3.195645032372933,0.6887353052666423,12.67177357208685,2.6628177115705993,1.8019541330913555,33.67748378888053,-2.03148156509498,5.5294310796760726e-18,-8.733526015015617,0.0,-25.301517625120535,3.7730235602495554e-17,-24.092316578987177,2.7755575615628914e-17,134.6030803504657,2.3337451762750483e-17,25.39881499444667,6.938893903907228e-18,1.0719148744527058,5.5294310796760726e-18,8.737682252332357,0.0,19.503488028320756,-9.43689570931383e-16,-3.857529162278312,-4.163336342344337e-17,-162.08880603720678,-2.9976021664879227e-15,-62.59476405251043,-1.0824674490095276e-15,131.16478063864864,-1.0547118733938987e-15,1.80905302154019,-6.245004513516506e-17,-161.1197718486958,-1.3877787807814457e-17,-70.06044050356627,0.0
0.06012024048096192,-0.4976198088361126,0.040914070316898046,0.9089485689224652,0.4492496636247662,-0.40418960117841285,-5.834404972320028,-0.49833673088999364,0.03276768903975727,0.7899683381559928,0.20925073441305359,-0.40416566454131825,-5.833782874213026,-0.4989102685330984,0.026250129334462247,0.6947972555208309,0.017251591043683456,-0.4041463636704271,-5.83328956305118,-0.4990536529438746,0.024620549956624667,0.6710099440145054,-0.030748194798659062,-0.40414097009820193,-5.8331826127337685,-0.49977057499775557,0.016473410873486454,0.5520515498812967,-0.2707471240103717,-0.4041170334610962,-5.83256051462263,1.56780914712784,-0.03394559091003215,-0.49569327046603534,-3.0600036326711337,0.8109748182412123,11.755832480367685,0.06336794485451833,-0.07094668154313584,-0.7643359208328072,0.22663929543349148,-0.1428353692828379,-2.2692484561120367,-2.785110725934845,0.464668333036741,6.414996641017796,3.2031278705355244,0.8097730059048354,11.725101058307613,2.6824378526246786,2.126315385944849,31.608552949661917,-2.2723714223061635,6.19079440489223e-17,-9.938987569199934,-2.7755575615628914e-17,-32.35202884926337,-1.713039432527097e-17,-28.997920761349338,0.0,160.38477372354913,2.3527187142935446e-17,31.571395988114837,0.0,1.380128874703242,6.396792817664476e-18,9.943598713443427,0.0,25.734831567099242,-1.4432899320127035e-15,-2.810260999678966,-1.3183898417423734e-16,-195.3422922810156,-2.9976021664879227e-15,-75.48198088802225,-1.1379786002407855e-15,156.15285258678423,-1.4988010832439613e-15,4.72632337878992,-5.898059818321144e-17,-194.5779563601828,-9.71445146547012e-17,-83.02273243191021,5.551115123125783e-17
0.07014028056112225,-0.4971611056409312,0.05061698163090855,1.0111861730534413,0.44493475019927425,-0.4597456506668587,-5.369738266527621,-0.4979651038347222,0.04133098702495279,0.9005707720952583,0.2049360968970018,-0.4597146823907274,-5.368981058759502,-0.49860830238975495,0.033902447811079074,0.812188242422251,0.012937174255183813,-0.459689993260116,-5.3684118895806945,-0.49876910202851316,0.03204541987048459,0.7901383563003171,-0.035062556405270666,-0.45968414156609483,-5.368406836159634,-0.4995731002223041,0.022759852716027464,0.6797059405026371,-0.2750612097075431,-0.4596531732899482,-5.3676496283935835,1.5674463280548823,-0.038690623043332456,-0.4603765085726934,-3.0513423808437468,0.9231237548644661,10.854267783630496,0.06262864080052347,-0.07734091417087276,-0.5561481574009467,0.22510006827399254,-0.16514192249463347,-2.2049265645579017,-2.780170545166265,0.5247558308002201,5.7379185332346445,3.2117753676981224,0.921584819066869,10.818568154800522,2.705205926547485,2.4311451265035156,29.732588126669825,-2.5279654326336036,2.5695591487906455e-17,-11.10065433368095,0.0,-39.27841214245172,-3.5019730171281793e-17,-33.86269815653013,0.0,185.79181509283842,5.177065373618284e-18,38.16908805765498,0.0,1.6992648512565929,-2.981555974335137e-17,11.105875929016044,-2.7755575615628914e-17,31.7973074632942,-2.0539125955565396e-15,-1.6635603539735675,-2.914335439641036e-16,-228.11593314437357,-3.1086244689504383e-15,-88.68774162825751,-1.2212453270876722e-15,180.73446222730547,-2.1649348980190553e-15,8.186441182317388,-5.551115123125783e-17,-227.55978498697263,-3.0531133177191805e-16,-96.2928150636996,1.457167719820518e-16
0.08016032064128256,-0.49660056683172027,0.061296746603557356,1.1058367134058402,0.4400869610201222,-0.5107368110946878,-4.918701226953099,-0.4975026208612628,0.050954518041072865,1.0035413212898399,0.20008865623750963,-0.5106981251741373,-4.917919758061978,-0.49822426408489684,0.04268088893734386,0.9216146927626303,0.008090012411419595,-0.5106672276864606,-4.917264478003629,-0.49840467489080537,0.04061254572237366,0.9010954044479672,-0.0399096485451029,-0.5106596954973763,-4.9169877644405,-0.4993067289203479,0.030270573403666273,0.7986494876047102,-0.27990795332771545,-0.5106210095768436,-4.916206295553513,1.5670377594890366,-0.04309217843720978,-0.4266748932644239,-3.0416034365758535,1.026448047120711,9.984536853620465,0.061835602595074944,-0.08168326370062051,-0.35295948335733035,0.2233409026172833,-0.18681853276655247,-2.142817335614561,-2.774662657596797,0.5781747679045544,5.077877161899275,3.2214969509916327,1.0245242936735257,9.944200331242428,2.7309353868037536,2.718241877569049,28.027733093142384,-2.7645917835146014,-9.75781955236954e-18,-12.228246932617255,2.7755575615628914e-17,-46.18039326705002,2.5478751053409354e-17,-38.755483472793294,-2.7755575615628914e-17,211.18980432864106,2.030168567979107e-17,45.31754764938826,-6.938893903907228e-18,1.996623719011776,-9.75781955236954e-18,12.234484261116219,2.7755575615628914e-17,37.8963242164413,-2.886579864025407e-15,-0.379204790483081,-2.2898349882893854e-16,-260.82625269355094,-3.552713678800501e-15,-102.42078932966795,-1.3322676295501878e-15,205.36352514072541,-2.9976021664879227e-15,12.287761387144164,-1.734723475976807e-16,-260.4732932101936,-6.38378239159465e-16,-110.0879719940534,2.8102520310824275e-16
0.09018036072144288,-0.49592818305248165,0.0729699426865933,1.2083082049020968,0.43475152361430897,-0.5572606035160765,-4.474831252262729,-0.49693846783588114,0.061650420035055095,1.1136227848038123,0.19475365003069484,-0.5572133178608949,-4.473918942418302,-0.4977466956626007,0.05259449647881652,1.0378581284036899,0.0027553511638035272,-0.5571753875250729,-4.473183654432971,-0.4979487526192806,0.050330388325158903,1.0189101641655618,-0.04524422355291928,-0.5571655231473356,-4.472979432032885,-0.4989590374026801,0.039010356615249125,0.9241975435273362,-0.2852420971365334,-0.5571182374921512,-4.472067122182249,1.56658679443181,-0.047166558901460126,-0.3946134818654417,-3.030873881883526,1.121202341635521,9.136024516721408,0.06100967625722025,-0.08393768735614913,-0.14043095368321903,0.2213676034256653,-0.20794454421041145,-2.092457016900118,-2.7686538925709545,0.6249471030568062,4.410137750775786,3.232205046908381,1.1188447511649606,9.090609361077554,2.7594586693838656,2.9894971687138456,26.524059795371194,-3.020770512255243,-2.8189256484623115e-17,-13.337921869343182,0.0,-53.14595237220186,-3.371868756429919e-17,-43.747897770643355,0.0,236.9317488027424,5.502326025363935e-18,53.148319887150976,-6.938893903907228e-18,2.310493858818341,-2.8189256484623115e-17,13.34483219454438,0.0,44.000256543525644,-3.9968028886505635e-15,1.0615300846008342,-4.2327252813834093e-16,-293.9696691564581,-4.107825191113079e-15,-116.9092789536707,-1.609823385706477e-15,230.2908867462204,-4.052314039881821e-15,17.121150278746352,-3.469446951953614e-16,-293.8292382027749,-1.096345236817342e-15,-124.62682193677058,4.718447854656915e-16
